process,train,predict
0.0017292499542236328,0.25299787521362305,0.010381460189819336
0.00099945068359375,0.2568342685699463,0.010161638259887695
0.0007028579711914062,0.24053144454956055,0.009940624237060547
0.0007050037384033203,0.25043439865112305,0.010059595108032227
0.0006978511810302734,0.2495894432067871,0.009932518005371094
0.0006921291351318359,0.25577378273010254,0.009921073913574219
0.0006928443908691406,0.2556133270263672,0.009999752044677734
0.0007009506225585938,0.2524418830871582,0.010213375091552734
0.0006940364837646484,0.256772518157959,0.010330915451049805
0.0006947517395019531,0.2513763904571533,0.010165929794311523
0.0007412433624267578,0.23448824882507324,0.009971380233764648
0.0007503032684326172,0.249161958694458,0.010074853897094727
0.0007424354553222656,0.2553105354309082,0.01021575927734375
0.0007266998291015625,0.2497844696044922,0.009925365447998047
0.0007452964782714844,0.2528235912322998,0.010027170181274414
0.0007374286651611328,0.23508000373840332,0.009806632995605469
0.0007767677307128906,0.2349109649658203,0.009867429733276367
0.0007476806640625,0.25287795066833496,0.010167598724365234
0.0007579326629638672,0.25552964210510254,0.010224580764770508
0.0007801055908203125,0.26122140884399414,0.010225057601928711
0.0007491111755371094,0.25630712509155273,0.010148048400878906
0.0008001327514648438,0.25249171257019043,0.009934425354003906
0.0007405281066894531,0.23697972297668457,0.009999990463256836
0.0007419586181640625,0.2504112720489502,0.00996255874633789
0.0007450580596923828,0.2684154510498047,0.010797500610351562
0.0010409355163574219,0.26202821731567383,0.010181903839111328
0.0007777214050292969,0.2638707160949707,0.010022878646850586
0.0007092952728271484,0.2541825771331787,0.010144710540771484
0.0006935596466064453,0.2562830448150635,0.009992361068725586
0.0006985664367675781,0.25118160247802734,0.009955883026123047
0.0007011890411376953,0.2559072971343994,0.010128498077392578
0.0007014274597167969,0.26258015632629395,0.010008811950683594
0.0007517337799072266,0.2564399242401123,0.009960412979125977
0.0007474422454833984,0.2575061321258545,0.009937763214111328
0.0007436275482177734,0.27280378341674805,0.011130094528198242
0.0009253025054931641,0.2715644836425781,0.010672330856323242
0.00079345703125,0.2709634304046631,0.010445833206176758
0.0007581710815429688,0.26555633544921875,0.010954141616821289
0.0007686614990234375,0.24321436882019043,0.00988006591796875
0.0007491111755371094,0.25702333450317383,0.010004758834838867
0.0007488727569580078,0.2561941146850586,0.010247945785522461
0.0007586479187011719,0.24833130836486816,0.010383844375610352
0.0007436275482177734,0.23831534385681152,0.01013326644897461
0.0007593631744384766,0.2550809383392334,0.00994420051574707
0.00092315673828125,0.25426602363586426,0.010069847106933594
0.0007402896881103516,0.2546346187591553,0.009972095489501953
0.0007810592651367188,0.2563049793243408,0.010489463806152344
0.0007693767547607422,0.2666051387786865,0.01060342788696289
0.0007736682891845703,0.2634716033935547,0.010614156723022461
0.0007615089416503906,0.26746296882629395,0.010351419448852539
0.0007693767547607422,0.24762248992919922,0.010233640670776367
0.000762939453125,0.26555728912353516,0.01048588752746582
0.0007593631744384766,0.2660953998565674,0.010643482208251953
0.0007586479187011719,0.2590358257293701,0.00995492935180664
0.0006890296936035156,0.2538869380950928,0.010123729705810547
0.00069427490234375,0.24906373023986816,0.009893655776977539
0.0008451938629150391,0.25237441062927246,0.009974956512451172
0.0007109642028808594,0.25574398040771484,0.01024484634399414
0.0006971359252929688,0.2566361427307129,0.010071516036987305
0.00069427490234375,0.25071024894714355,0.010332345962524414
0.0006945133209228516,0.2535438537597656,0.009925365447998047
0.0006914138793945312,0.2668344974517822,0.010565042495727539
0.0009565353393554688,0.25643467903137207,0.010245800018310547
0.0008244514465332031,0.2586672306060791,0.010040283203125
0.0007104873657226562,0.2590649127960205,0.010037422180175781
0.0007929801940917969,0.2374117374420166,0.010226011276245117
0.0007474422454833984,0.2569429874420166,0.01005411148071289
0.000713348388671875,0.25508832931518555,0.009969711303710938
0.0007040500640869141,0.25188589096069336,0.010007619857788086
0.0007500648498535156,0.25377416610717773,0.010179996490478516
0.0007567405700683594,0.23260998725891113,0.009941816329956055
0.0007522106170654297,0.2599616050720215,0.01038670539855957
0.000804901123046875,0.26006484031677246,0.010512590408325195
0.0007681846618652344,0.2679147720336914,0.010597944259643555
0.0008306503295898438,0.2629125118255615,0.00992584228515625
0.0008263587951660156,0.2561073303222656,0.010230541229248047
0.0007491111755371094,0.25469231605529785,0.009917974472045898
0.0007526874542236328,0.25731563568115234,0.010048627853393555
0.0007460117340087891,0.25787878036499023,0.009947538375854492
0.0007503032684326172,0.25565528869628906,0.00997471809387207
0.0007503032684326172,0.2586827278137207,0.009935379028320312
0.0007491111755371094,0.25412702560424805,0.010148048400878906
0.0007467269897460938,0.2560091018676758,0.010265111923217773
0.0007469654083251953,0.25533509254455566,0.010010004043579102
0.0007426738739013672,0.25488758087158203,0.010108709335327148
0.0007483959197998047,0.26067638397216797,0.009974241256713867
0.0007417201995849609,0.2581064701080322,0.00994253158569336
0.0007457733154296875,0.2523789405822754,0.010373830795288086
0.0007507801055908203,0.25784754753112793,0.009894609451293945
0.0007450580596923828,0.2523360252380371,0.009951591491699219
0.00075531005859375,0.25316810607910156,0.010085105895996094
0.0007448196411132812,0.25522756576538086,0.010001182556152344
0.0007474422454833984,0.25085997581481934,0.01008749008178711
0.0007550716400146484,0.23223614692687988,0.010061979293823242
0.0007460117340087891,0.25676846504211426,0.010013818740844727
0.0007443428039550781,0.23749947547912598,0.009946107864379883
0.0007429122924804688,0.25201845169067383,0.009878158569335938
0.0007617473602294922,0.25453972816467285,0.010583639144897461
0.0011146068572998047,0.2551853656768799,0.0101165771484375
0.0009312629699707031,0.26813220977783203,0.010164022445678711
0.0010042190551757812,0.2363908290863037,0.010108709335327148
0.0007989406585693359,0.2569241523742676,0.010028362274169922
0.0007529258728027344,0.23499107360839844,0.010074377059936523
0.0006990432739257812,0.2500448226928711,0.010163068771362305
0.0006961822509765625,0.25676870346069336,0.010129451751708984
0.0007114410400390625,0.2513432502746582,0.010114908218383789
0.000698089599609375,0.2577781677246094,0.009967803955078125
0.0009849071502685547,0.23583579063415527,0.009918451309204102
0.0007240772247314453,0.252474308013916,0.010170698165893555
0.0007395744323730469,0.2584834098815918,0.010144948959350586
0.000705718994140625,0.25433921813964844,0.01014399528503418
0.0007545948028564453,0.2504158020019531,0.010058879852294922
0.0007495880126953125,0.26331329345703125,0.010208606719970703
0.0007688999176025391,0.2589683532714844,0.010006904602050781
0.0007100105285644531,0.2554621696472168,0.010228395462036133
0.0007033348083496094,0.25664258003234863,0.01012873649597168
0.0006964206695556641,0.2362985610961914,0.010006904602050781
0.0006988048553466797,0.2514474391937256,0.00993657112121582
0.0006945133209228516,0.25415873527526855,0.00995016098022461
0.0006945133209228516,0.2604553699493408,0.010102033615112305
0.00070953369140625,0.23757195472717285,0.009989738464355469
0.0007061958312988281,0.25449490547180176,0.010009527206420898
0.0006947517395019531,0.25087976455688477,0.010436773300170898
0.0007452964782714844,0.25943684577941895,0.00997018814086914
0.0007431507110595703,0.2552332878112793,0.01012110710144043
0.0007610321044921875,0.25139713287353516,0.010161876678466797
0.0007483959197998047,0.25365686416625977,0.010244607925415039
0.0007684230804443359,0.2498021125793457,0.010020017623901367
0.0007457733154296875,0.2554433345794678,0.010177850723266602
0.0007445812225341797,0.25531840324401855,0.010117053985595703
0.0007085800170898438,0.25403571128845215,0.009930610656738281
0.0007088184356689453,0.25387048721313477,0.010288715362548828
0.0007498264312744141,0.2574028968811035,0.010093927383422852
0.0007009506225585938,0.25661635398864746,0.009945154190063477
0.0007207393646240234,0.2529463768005371,0.010108470916748047
0.0007119178771972656,0.24633169174194336,0.010071516036987305
0.0007026195526123047,0.2591526508331299,0.010042667388916016
0.00069427490234375,0.2802720069885254,0.010583877563476562
0.0009920597076416016,0.2659878730773926,0.01063680648803711
0.0008549690246582031,0.2593421936035156,0.010122060775756836
0.0007507801055908203,0.2589707374572754,0.009952783584594727
0.0007724761962890625,0.2542440891265869,0.010107755661010742
0.0006983280181884766,0.25566959381103516,0.010033130645751953
0.0007078647613525391,0.26114606857299805,0.009966373443603516
0.0007574558258056641,0.25316715240478516,0.009989738464355469
0.0007104873657226562,0.25332069396972656,0.010239362716674805
0.000759124755859375,0.25449228286743164,0.00991201400756836
0.0007462501525878906,0.25768446922302246,0.010227441787719727
0.0007483959197998047,0.25488805770874023,0.009974002838134766
0.0007486343383789062,0.2380833625793457,0.009970903396606445
0.0007483959197998047,0.2516965866088867,0.010089397430419922
0.0007431507110595703,0.25478339195251465,0.010076284408569336
0.0007476806640625,0.25605225563049316,0.01020359992980957
0.0007548332214355469,0.252657413482666,0.010050535202026367
0.0007443428039550781,0.25561094284057617,0.009940862655639648
0.0007469654083251953,0.2521700859069824,0.009917736053466797
0.000835418701171875,0.25427865982055664,0.010036706924438477
0.0006992816925048828,0.2517266273498535,0.010252714157104492
0.0007040500640869141,0.2523648738861084,0.01001596450805664
0.0007040500640869141,0.2546708583831787,0.010331869125366211
0.0007398128509521484,0.25366663932800293,0.009932279586791992
0.0007455348968505859,0.2581360340118408,0.010239839553833008
0.0007410049438476562,0.25384998321533203,0.010145187377929688
0.0007445812225341797,0.2541069984436035,0.01023554801940918
0.0007488727569580078,0.25441431999206543,0.010222673416137695
0.0007452964782714844,0.25573277473449707,0.009974479675292969
0.0007495880126953125,0.25261807441711426,0.009975671768188477
0.0007503032684326172,0.2510559558868408,0.009987831115722656
0.0007414817810058594,0.2538580894470215,0.009928703308105469
0.0007455348968505859,0.23683524131774902,0.010039091110229492
0.0007569789886474609,0.2575981616973877,0.010018348693847656
0.0007457733154296875,0.252044677734375,0.010198116302490234
0.0006999969482421875,0.2509939670562744,0.00993800163269043
0.0006978511810302734,0.25247859954833984,0.009986162185668945
0.0006928443908691406,0.2602877616882324,0.012174129486083984
0.0011165142059326172,0.26951003074645996,0.01051950454711914
0.0010237693786621094,0.2661302089691162,0.010777711868286133
0.0008149147033691406,0.2711641788482666,0.010613203048706055
0.0007612705230712891,0.2591252326965332,0.010097026824951172
0.0008265972137451172,0.25594115257263184,0.010367155075073242
0.0007245540618896484,0.2538125514984131,0.009987115859985352
0.0007145404815673828,0.25062131881713867,0.0100555419921875
0.0007123947143554688,0.2602808475494385,0.010410785675048828
0.0007829666137695312,0.25725579261779785,0.009970426559448242
0.0007495880126953125,0.25357961654663086,0.01092386245727539
0.0007672309875488281,0.2638125419616699,0.010370254516601562
0.0007772445678710938,0.26850390434265137,0.010436534881591797
0.0007870197296142578,0.26456785202026367,0.010384798049926758
0.0007610321044921875,0.26331090927124023,0.01011800765991211
0.0007441043853759766,0.23570775985717773,0.01030874252319336
0.0007812976837158203,0.25621724128723145,0.009998559951782227
0.0007436275482177734,0.255420446395874,0.010089397430419922
0.0007541179656982422,0.253446102142334,0.010013818740844727
0.0007452964782714844,0.25649356842041016,0.010194778442382812
0.0007498264312744141,0.2566192150115967,0.010077238082885742
0.0007503032684326172,0.2577977180480957,0.010090827941894531
0.0007498264312744141,0.2545907497406006,0.00997018814086914
0.0007503032684326172,0.26212430000305176,0.010409832000732422
0.000774383544921875,0.26662492752075195,0.010690927505493164
0.0007605552673339844,0.27069544792175293,0.010617256164550781
0.0007817745208740234,0.26856327056884766,0.010627985000610352
0.0007693767547607422,0.2626168727874756,0.010141372680664062
0.000743865966796875,0.25880980491638184,0.010001182556152344
0.0007431507110595703,0.24911165237426758,0.010062932968139648
0.0006937980651855469,0.2903873920440674,0.010243654251098633
0.0009288787841796875,0.2543811798095703,0.01014566421508789
0.0007941722869873047,0.2526364326477051,0.010072946548461914
0.00072479248046875,0.25157976150512695,0.010031461715698242
0.0007092952728271484,0.25868892669677734,0.010070323944091797
0.0006966590881347656,0.2513155937194824,0.010144948959350586
0.000698089599609375,0.2538299560546875,0.009982109069824219
0.0007038116455078125,0.27083277702331543,0.011610031127929688
0.0010755062103271484,0.26305627822875977,0.010208368301391602
0.0008444786071777344,0.2643258571624756,0.01037454605102539
0.0008244514465332031,0.263491153717041,0.010026931762695312
0.0007131099700927734,0.25690555572509766,0.010220050811767578
0.0007188320159912109,0.25479817390441895,0.010226964950561523
0.0007131099700927734,0.2385082244873047,0.009961366653442383
0.0012056827545166016,0.25066447257995605,0.010019779205322266
0.0007433891296386719,0.25876498222351074,0.010007619857788086
0.0007047653198242188,0.2576730251312256,0.009952306747436523
0.0007562637329101562,0.2559046745300293,0.010531187057495117
0.0007770061492919922,0.2493572235107422,0.010387897491455078
0.0007741451263427734,0.23955178260803223,0.009939432144165039
0.0007452964782714844,0.25619029998779297,0.009978055953979492
0.0007584095001220703,0.2582106590270996,0.010423660278320312
0.0007534027099609375,0.25728774070739746,0.009929656982421875
0.0007488727569580078,0.2684609889984131,0.01049184799194336
0.0007708072662353516,0.2718062400817871,0.009959697723388672
0.0007717609405517578,0.2533836364746094,0.009946823120117188
0.0007567405700683594,0.2530992031097412,0.009936332702636719
0.0007498264312744141,0.2575645446777344,0.010161399841308594
0.0007543563842773438,0.25595879554748535,0.009893655776977539
0.0007481575012207031,0.258608341217041,0.009994268417358398
0.0007023811340332031,0.2609536647796631,0.01054239273071289
0.0007679462432861328,0.2625732421875,0.010324478149414062
0.0008199214935302734,0.2624814510345459,0.01043701171875
0.0007205009460449219,0.2657029628753662,0.010403156280517578
0.0007455348968505859,0.26374101638793945,0.010344266891479492
0.0007488727569580078,0.2603282928466797,0.009955883026123047
0.0007071495056152344,0.2559933662414551,0.01005864143371582
0.0006961822509765625,0.2546813488006592,0.00999760627746582
0.0006957054138183594,0.2526366710662842,0.010061502456665039
0.0006976127624511719,0.251964807510376,0.010026693344116211
0.0007543563842773438,0.25556135177612305,0.009983301162719727
0.0006997585296630859,0.25386881828308105,0.010049104690551758
0.0007021427154541016,0.25783777236938477,0.009984254837036133
0.0007071495056152344,0.252089262008667,0.009950876235961914
0.0007038116455078125,0.25583577156066895,0.010025978088378906
0.0007016658782958984,0.2759699821472168,0.010360002517700195
0.0009746551513671875,0.2649955749511719,0.010448455810546875
0.000946044921875,0.2358560562133789,0.009911298751831055
0.0007121562957763672,0.2570981979370117,0.010223388671875
0.0007593631744384766,0.2578408718109131,0.009970426559448242
0.0007100105285644531,0.25874781608581543,0.009949684143066406
0.0007038116455078125,0.25542569160461426,0.010028362274169922
0.0007162094116210938,0.25510430335998535,0.01005697250366211
0.0007150173187255859,0.25589489936828613,0.009964466094970703
0.0007643699645996094,0.25724172592163086,0.009935140609741211
0.0007727146148681641,0.2506875991821289,0.01080179214477539
0.0007987022399902344,0.2749824523925781,0.010638713836669922
0.0007965564727783203,0.27432847023010254,0.010670661926269531
0.0007812976837158203,0.2753732204437256,0.010746479034423828
0.0007975101470947266,0.2805180549621582,0.010719060897827148
0.0008099079132080078,0.26065850257873535,0.010021209716796875
0.0007519721984863281,0.2516779899597168,0.010046005249023438
0.0007574558258056641,0.2548813819885254,0.010178089141845703
0.0007433891296386719,0.25142979621887207,0.010355710983276367
0.0007610321044921875,0.25322723388671875,0.010060787200927734
0.0007541179656982422,0.24035859107971191,0.00981593132019043
0.0007462501525878906,0.25964903831481934,0.009961366653442383
0.0007431507110595703,0.2642836570739746,0.010622501373291016
0.0008034706115722656,0.2715749740600586,0.010554313659667969
0.0007722377777099609,0.2675497531890869,0.010504722595214844
0.0007674694061279297,0.27163028717041016,0.010541677474975586
0.00077056884765625,0.26860904693603516,0.010421514511108398
0.0007660388946533203,0.2686500549316406,0.010575294494628906
0.0007665157318115234,0.26433515548706055,0.010013580322265625
0.0006945133209228516,0.2579188346862793,0.009952545166015625
0.0007021427154541016,0.2550077438354492,0.010080099105834961
0.0006976127624511719,0.23655915260314941,0.009980916976928711
0.0006961822509765625,0.25605106353759766,0.010323047637939453
0.000720977783203125,0.25609278678894043,0.009979486465454102
0.0007078647613525391,0.2515239715576172,0.010085344314575195
0.0007002353668212891,0.2575058937072754,0.009960174560546875
0.0006968975067138672,0.2565937042236328,0.012498140335083008
0.0014042854309082031,0.2737894058227539,0.010001182556152344
0.0009796619415283203,0.25957345962524414,0.01009511947631836
0.0007843971252441406,0.2367701530456543,0.010020971298217773
0.0007855892181396484,0.25311946868896484,0.009929895401000977
0.0007288455963134766,0.23627042770385742,0.009856224060058594
0.0007157325744628906,0.25639963150024414,0.009963035583496094
0.0007188320159912109,0.2540924549102783,0.010094404220581055
0.0007033348083496094,0.25317883491516113,0.009947061538696289
0.0007035732269287109,0.25842738151550293,0.010094404220581055
0.0007145404815673828,0.2560880184173584,0.01004481315612793
0.0007033348083496094,0.2547116279602051,0.010038137435913086
0.0007028579711914062,0.25400614738464355,0.010055065155029297
0.0007002353668212891,0.25594377517700195,0.010217428207397461
0.0007023811340332031,0.25597357749938965,0.010049104690551758
0.0006983280181884766,0.2538769245147705,0.010012149810791016
0.0007779598236083984,0.2539691925048828,0.010085344314575195
0.0006961822509765625,0.25365495681762695,0.009988784790039062
0.0006983280181884766,0.25226330757141113,0.010156869888305664
0.0007023811340332031,0.2586033344268799,0.01000356674194336
0.0006964206695556641,0.2576448917388916,0.009980916976928711
0.000698089599609375,0.23367547988891602,0.009966135025024414
0.0006911754608154297,0.24853014945983887,0.009959697723388672
0.0006968975067138672,0.2616550922393799,0.010098934173583984
0.0006959438323974609,0.25828099250793457,0.010150432586669922
0.0006916522979736328,0.2517564296722412,0.00998377799987793
0.0006935596466064453,0.25232481956481934,0.009943246841430664
0.0007045269012451172,0.25670742988586426,0.009914875030517578
0.0007135868072509766,0.25550198554992676,0.009998798370361328
0.0007016658782958984,0.23891901969909668,0.009911775588989258
0.0007011890411376953,0.23364830017089844,0.009834527969360352
0.000698089599609375,0.23807358741760254,0.010070562362670898
0.0006918907165527344,0.2555270195007324,0.010081291198730469
0.0006983280181884766,0.25035977363586426,0.010135889053344727
0.0007393360137939453,0.25322771072387695,0.01003122329711914
0.000713348388671875,0.2502923011779785,0.009984254837036133
0.0006978511810302734,0.256274938583374,0.009984016418457031
0.0007066726684570312,0.23586487770080566,0.010045766830444336
0.0006959438323974609,0.2553114891052246,0.009918212890625
0.0007066726684570312,0.27805089950561523,0.010646820068359375
0.0010001659393310547,0.25910067558288574,0.009969711303710938
0.0008471012115478516,0.2587399482727051,0.009989500045776367
0.0007741451263427734,0.25788402557373047,0.010174036026000977
0.0008904933929443359,0.23882341384887695,0.010012626647949219
0.0007390975952148438,0.25440549850463867,0.010113000869750977
0.0007638931274414062,0.25186657905578613,0.010093927383422852
0.0007524490356445312,0.2566394805908203,0.010049581527709961
0.0007669925689697266,0.25428104400634766,0.009975910186767578
0.0007059574127197266,0.25360631942749023,0.010180234909057617
0.0007047653198242188,0.2550995349884033,0.01001119613647461
0.0007517337799072266,0.2574198246002197,0.00992894172668457
0.0007264614105224609,0.25649070739746094,0.010286808013916016
0.0006985664367675781,0.23601293563842773,0.00990438461303711
0.0007052421569824219,0.2532026767730713,0.009998083114624023
0.0006985664367675781,0.25634241104125977,0.010253667831420898
0.000705718994140625,0.25194573402404785,0.00993657112121582
0.0006957054138183594,0.25354576110839844,0.010093450546264648
0.0007090568542480469,0.25878262519836426,0.010023355484008789
0.0006940364837646484,0.2571592330932617,0.010052204132080078
0.0007038116455078125,0.2391514778137207,0.009908914566040039
0.0006909370422363281,0.25389599800109863,0.010157108306884766
0.0007302761077880859,0.25151491165161133,0.01021575927734375
0.0006954669952392578,0.252155065536499,0.010098695755004883
0.0007054805755615234,0.25679540634155273,0.010154485702514648
0.0006964206695556641,0.2547166347503662,0.009971141815185547
0.0006999969482421875,0.23511195182800293,0.009865760803222656
0.0007419586181640625,0.25152111053466797,0.010077238082885742
0.0006968975067138672,0.25109219551086426,0.010027885437011719
0.0007469654083251953,0.2545175552368164,0.010118722915649414
0.0006966590881347656,0.2552964687347412,0.010066032409667969
0.0007765293121337891,0.24987149238586426,0.01001882553100586
0.0007517337799072266,0.2505002021789551,0.009990215301513672
0.0007071495056152344,0.2566835880279541,0.010001897811889648
0.0007011890411376953,0.2564716339111328,0.010042428970336914
0.0007112026214599609,0.2528238296508789,0.009852170944213867
0.0007069110870361328,0.25350499153137207,0.010057926177978516
0.0007071495056152344,0.25947070121765137,0.011505365371704102
0.001018524169921875,0.26901841163635254,0.010483026504516602
0.0009963512420654297,0.2551884651184082,0.010107755661010742
0.0007963180541992188,0.2580220699310303,0.01012730598449707
0.0007798671722412109,0.25383448600769043,0.010039329528808594
0.0007603168487548828,0.2576427459716797,0.009953975677490234
0.0007166862487792969,0.2553744316101074,0.01000070571899414
0.0006999969482421875,0.25682497024536133,0.010007381439208984
0.00070953369140625,0.2562732696533203,0.010010242462158203
0.0007147789001464844,0.2525942325592041,0.009889602661132812
0.0007116794586181641,0.25472068786621094,0.009949207305908203
0.0007076263427734375,0.2560436725616455,0.009973526000976562
0.0007517337799072266,0.25497007369995117,0.010205745697021484
0.0007224082946777344,0.2539238929748535,0.009910345077514648
0.000698089599609375,0.2529764175415039,0.010066986083984375
0.0007045269012451172,0.2518596649169922,0.010137319564819336
0.0006957054138183594,0.2576746940612793,0.009968996047973633
0.0007047653198242188,0.2575414180755615,0.010102510452270508
0.0007343292236328125,0.25078368186950684,0.010111808776855469
0.0007050037384033203,0.25468015670776367,0.010224580764770508
0.0006983280181884766,0.25391268730163574,0.010009050369262695
0.0006968975067138672,0.2569282054901123,0.010097742080688477
0.000701904296875,0.2529022693634033,0.010068893432617188
0.0006971359252929688,0.2377946376800537,0.010001420974731445
0.0006973743438720703,0.25596070289611816,0.009997844696044922
0.0006964206695556641,0.2552969455718994,0.010163307189941406
0.0007004737854003906,0.2583329677581787,0.009926795959472656
0.0007009506225585938,0.25768160820007324,0.010204076766967773
0.000701904296875,0.2536451816558838,0.009961366653442383
0.0006954669952392578,0.2559316158294678,0.010113239288330078
0.0007107257843017578,0.25313663482666016,0.010133981704711914
0.0008585453033447266,0.26280760765075684,0.010062932968139648
0.0006985664367675781,0.25287437438964844,0.010155916213989258
0.0007050037384033203,0.25514864921569824,0.009929418563842773
0.0006999969482421875,0.25280046463012695,0.009987592697143555
0.0006999969482421875,0.2550830841064453,0.010007143020629883
0.0007026195526123047,0.25628185272216797,0.009979486465454102
0.0007159709930419922,0.252272367477417,0.009934663772583008
0.0006966590881347656,0.26600098609924316,0.010268688201904297
0.0009229183197021484,0.25859856605529785,0.010183095932006836
0.0009119510650634766,0.2583892345428467,0.010195016860961914
0.000759124755859375,0.25475263595581055,0.01010894775390625
0.0007507801055908203,0.2503516674041748,0.010043144226074219
0.0007047653198242188,0.26212430000305176,0.010149002075195312
0.0007154941558837891,0.2568206787109375,0.010361194610595703
0.000732421875,0.25179004669189453,0.010413408279418945
0.0007085800170898438,0.2562990188598633,0.010022401809692383
0.0007073879241943359,0.25434041023254395,0.010001897811889648
0.0007135868072509766,0.2378559112548828,0.009855270385742188
