Q8VEZ3,pS6_DE_100mM_CPD.csv
,1.71413054636748
Q8VGM9,pS6_DE_100mM_CPD.csv
,0.755663541616722
Q8VFW8,pS6_DE_100mM_CPD.csv
,0.721071220276425
Q8VGK8,pS6_DE_100mM_CPD.csv
,1.05403927463009
Q8VF06,pS6_DE_100mM_CPD.csv
,1.23014827098959
Q78DX4,pS6_DE_100mM_CPD.csv
,1.21190305171047
Q8VFT6,pS6_DE_100mM_CPD.csv
,1.06685800792678
Q9Z1V7,pS6_DE_100mM_CPD.csv
,0.615864578182377
Q0VEV7,pS6_DE_100mM_CPD.csv
,0.715307117879986
Q7TRT9,pS6_DE_100mM_CPD.csv
,0.631117720239633
Q8VGT4,pS6_DE_100mM_CPD.csv
,0.791649777627772
Q7TMN3,pS6_DE_100mM_CPD.csv
,-3.5792446185281
Q8VGD7,pS6_DE_100mM_CPD.csv
,0.988071303674712
Q9EQ84,pS6_DE_100mM_CPD.csv
,-1.01962244365547
Q2NKW4,pS6_DE_100mM_CPD.csv
,1.06147480326627
Q8VFI4,pS6_DE_100mM_CPD.csv
,0.539426733404724
Q8VGW6,pS6_DE_100mM_CPD.csv
,0.406758513999576
Q8VFD2,pS6_DE_100mM_CPD.csv
,-1.93014958659022
Q0VAZ7,pS6_DE_100mM_CPD.csv
,0.811777814441908
F8VPZ8,pS6_DE_100mM_CPD.csv
,0.848524687728694
Q149M3,pS6_DE_100mM_CPD.csv
,0.739723411327549
Q8VGS7,pS6_DE_100mM_CPD.csv
,1.01637825694516
Q8VF57,pS6_DE_100mM_CPD.csv
,0.519818019845405
Q8VG90,pS6_DE_100mM_CPD.csv
,0.593795558629879
Q8VGK2,pS6_DE_100mM_CPD.csv
,1.15822768885716
Q7TQY1,pS6_DE_100mM_CPD.csv
,2.12117749993155
Q8VEZ5,pS6_DE_100mM_CPD.csv
,0.669367528918837
Q8VGE1,pS6_DE_100mM_CPD.csv
,0.500795379836135
Q8VH20,pS6_DE_100mM_CPD.csv
,0.977567533736447
Q9EQA6,pS6_DE_100mM_CPD.csv
,0.716771928879233
Q7TQV7,pS6_DE_100mM_CPD.csv
,0.863832859744257
Q8VGB4,pS6_DE_100mM_CPD.csv
,0.990722005683986
Q8VGB9,pS6_DE_100mM_CPD.csv
,0.965030542987673
Q8VFJ5,pS6_DE_100mM_CPD.csv
,1.97850700034346
Q8VGJ5,pS6_DE_100mM_CPD.csv
,0.447223786430298
Q8VFA9,pS6_DE_100mM_CPD.csv
,0.519420868020104
Q8VFZ2,pS6_DE_100mM_CPD.csv
,0.55491400796114
A2ATG2,pS6_DE_100mM_CPD.csv
,0.421011368677518
Q8VFW5,pS6_DE_100mM_CPD.csv
,1.59466141035396
Q7TRX0,pS6_DE_100mM_CPD.csv
,0.537618464817544
Q496V9,pS6_DE_100mM_CPD.csv
,0.39104912128864
Q9Z1U8,pS6_DE_100mM_CPD.csv
,1.41984887260131
Q8VGH2,pS6_DE_100mM_CPD.csv
,0.309580366360933
Q8VGJ3,pS6_DE_100mM_CPD.csv
,0.860424495639987
Q9EPN9,pS6_DE_100mM_CPD.csv
,0.617961985266244
Q9WU95,pS6_DE_100mM_CPD.csv
,-0.518132763374645
Q8VGQ3,pS6_DE_100mM_CPD.csv
,0.762375606727058
Q9Z1V5,pS6_DE_100mM_CPD.csv
,0.5510751398261
Q9Z1U3,pS6_DE_100mM_CPD.csv
,0.609976918738506
Q8VF43,pS6_DE_100mM_CPD.csv
,0.404268151172837
Q8VGL3,pS6_DE_100mM_CPD.csv
,0.487255924630311
Q8VFQ1,pS6_DE_100mM_CPD.csv
,0.435192976304099
Q8VFM9,pS6_DE_100mM_CPD.csv
,0.355934437952336
Q8VFZ1,pS6_DE_100mM_CPD.csv
,0.871048670544852
Q8VGW1,pS6_DE_100mM_CPD.csv
,0.654478218912435
E9PYP4,pS6_DE_100mM_CPD.csv
,0.595226478989735
B2RVX8,pS6_DE_100mM_CPD.csv
,0.600091404089293
Q8VGZ7,pS6_DE_100mM_CPD.csv
,-0.44846174438167
E9Q1P0,pS6_DE_100mM_CPD.csv
,0.455274076929739
Q920Z2,pS6_DE_100mM_CPD.csv
,0.591200916150603
Q60881,pS6_DE_100mM_CPD.csv
,0.491129571210419
Q8VGT2,pS6_DE_100mM_CPD.csv
,0.683487874545029
Q8VFC4,pS6_DE_100mM_CPD.csv
,0.321723063542353
Q9EQA4,pS6_DE_100mM_CPD.csv
,-0.623400436922379
Q8VGM3,pS6_DE_100mM_CPD.csv
,0.40713823444774
Q8VGC7,pS6_DE_100mM_CPD.csv
,-1.83328128415364
Q9Z1T8,pS6_DE_100mM_CPD.csv
,0.39614029906001
